0.0	950	50	0
0.1	945	53	1
0.2	941	56	2
0.30000000000000004	936	60	3
0.4	931	64	4
0.5	925	68	5
0.6	925	68	5
0.7	920	72	7
0.7999999999999999	914	77	8
0.8999999999999999	907	82	10
0.9999999999999999	901	87	11
1.0999999999999999	894	92	13
1.2	886	98	15
1.3	870	110	19
1.4000000000000001	861	116	21
1.5000000000000002	852	123	23
1.6000000000000003	843	130	26
1.7000000000000004	833	137	28
1.8000000000000005	823	145	31
1.9000000000000006	812	152	34
2.0000000000000004	801	161	37
2.1000000000000005	789	169	40
2.2000000000000006	777	178	44
2.3000000000000007	765	187	47
2.400000000000001	752	196	51
2.500000000000001	738	205	55
2.600000000000001	725	215	59
2.700000000000001	711	224	63
2.800000000000001	696	234	68
2.9000000000000012	682	244	73
3.0000000000000013	667	254	77
3.1000000000000014	651	265	83
3.2000000000000015	636	275	88
3.3000000000000016	620	285	93
3.4000000000000017	604	295	99
3.5000000000000018	588	305	105
3.600000000000002	572	316	111
3.700000000000002	555	326	117
3.800000000000002	539	335	124
3.900000000000002	523	345	131
4.000000000000002	507	354	138
4.100000000000001	490	363	145
4.200000000000001	474	372	152
4.300000000000001	458	381	159
4.4	443	389	167
4.5	427	397	175
4.6	427	397	175
4.699999999999999	412	404	183
4.799999999999999	397	411	191
4.899999999999999	382	417	199
4.999999999999998	368	423	207
5.099999999999998	354	429	216
5.1999999999999975	340	434	225
5.299999999999997	327	439	233
5.399999999999997	314	443	242
5.4999999999999964	301	446	251
5.599999999999996	289	450	260
5.699999999999996	277	452	269
5.799999999999995	266	455	278
5.899999999999995	255	456	287
5.999999999999995	245	458	296
6.099999999999994	235	459	305
6.199999999999994	225	459	314
6.299999999999994	215	459	324
6.399999999999993	207	459	333
6.499999999999993	198	459	342
6.5999999999999925	190	458	351
6.699999999999992	182	456	360
6.799999999999992	174	455	370
6.8999999999999915	167	453	379
6.999999999999991	160	450	388
7.099999999999991	154	448	397
7.19999999999999	148	445	406
7.29999999999999	142	442	415
7.39999999999999	136	439	423
7.499999999999989	131	436	432
7.599999999999989	126	432	441
7.699999999999989	121	428	450
7.799999999999988	116	424	458
7.899999999999988	111	420	467
7.999999999999988	107	416	475
8.099999999999987	103	412	483
8.199999999999987	99	408	492
8.299999999999986	96	403	500
8.399999999999986	92	398	508
8.499999999999986	89	394	516
8.599999999999985	86	389	524
8.699999999999985	83	384	532
8.799999999999985	80	379	539
8.899999999999984	77	375	547
8.999999999999984	74	370	554
9.099999999999984	72	365	562
9.199999999999983	70	360	569
9.299999999999983	67	355	576
9.399999999999983	65	350	583
9.499999999999982	63	345	590
9.599999999999982	61	340	597
9.699999999999982	59	335	604
9.799999999999981	57	330	611
9.89999999999998	56	325	617
9.99999999999998	54	321	624
